pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,sort_value,insertion,thumbnail,label,location,issue,also_in_entry
alpha_0011,Volume 1,432,,[WORD_MISSING],Adultery,A,,,<a href='/digital-beehive/alpha1/alpha_0065/'>Baudry</a>|<a href='/digital-beehive/alpha5/alpha_1036/'>Whoredom</a>|<a href='/digital-beehive/num5/num_1336/'>1002 [Adultery]</a>,,<a href='/digital-beehive/index1/index_0052/'>adultery</a>,#item-7dab944a8,,Entry: [WORD_MISSING]|Topic: Adultery|Xref: Baudry|Xref: Whoredom|Xref: 1002 [Adultery]|Index: adultery|#item-7dab944a8,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/712,222,3140,434/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490629233166,143210222,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/712,222,600,180/250,/0/default.jpg",[WORD_MISSING],<a href='/digital-beehive/toc/toc1_422/'>Full Page</a>,"The topic of this entry is unknown due to damage to the manuscript, but is likely ""Adultery"".",
alpha_0012,Volume 1,432,,Affections,Affections,A,,,<a href='/digital-beehive/alpha1/alpha_0167/'>Concupiscence</a>|<a href='/digital-beehive/num5/num_1621/'>1187 [Affections]</a>,,<a href='/digital-beehive/index1/index_0058/'>affections</a>,#item-24beb43cc,,Entry: Affections|Topic: Affections|Xref: Concupiscence|Xref: 1187 [Affections]|Index: affections|#item-24beb43cc,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/699,484,3177,596/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490629287456,143210484,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/699,484,600,180/250,/0/default.jpg",Affections,<a href='/digital-beehive/toc/toc1_422/'>Full Page</a>,,
alpha_0013,Volume 1,432,,Agony,Agony,A,,,<a href='/digital-beehive/num5/num_1434/'>1065 [Agony]</a>,,<a href='/digital-beehive/index1/index_0078/'>agony</a>,#item-b7d840586,,Entry: Agony|Topic: Agony|Xref: 1065 [Agony]|Index: agony|#item-b7d840586,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/684,953,3181,422/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490629346026,143210953,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/684,953,600,180/250,/0/default.jpg",Agony,<a href='/digital-beehive/toc/toc1_422/'>Full Page</a>,,
alpha_0014,Volume 1,432,,Agreableness,Agreableness,A,,,<a href='/digital-beehive/num1/num_0086/'>85 [Wel- and Unwelcome]</a>|<a href='/digital-beehive/num4/num_1145/'>889 [Agreable]</a>,,<a href='/digital-beehive/index1/index_0079/'>agreable</a>,#item-16d46db60,,Entry: Agreableness|Topic: Agreableness|Xref: 85 [Wel- and Unwelcome]|Xref: 889 [Agreable]|Index: agreable|#item-16d46db60,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/661,1247,3203,403/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490629815347,143211247,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/661,1247,600,180/250,/0/default.jpg",Agreableness,<a href='/digital-beehive/toc/toc1_422/'>Full Page</a>,,
alpha_0015,Volume 1,432,,Agreement,Agreement,A,,,<a href='/digital-beehive/num3/num_0890/'>649 [Consent]</a>|<a href='/digital-beehive/alpha4/alpha_0743/'>Process in law</a>|<a href='/digital-beehive/alpha4/alpha_0697/'>Peace-maker</a>|<a href='/digital-beehive/num5/num_1639/'>1201 [Agreement]</a>,,<a href='/digital-beehive/index1/index_0081/'>agreemt</a>,#item-1b8a91cc7,,Entry: Agreement|Topic: Agreement|Xref: 649 [Consent]|Xref: Process in law|Xref: Peace-maker|Xref: 1201 [Agreement]|Index: agreemt|#item-1b8a91cc7,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/575,1536,3312,499/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1562875193159,143211536,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/575,1536,600,180/250,/0/default.jpg",Agreement,<a href='/digital-beehive/toc/toc1_422/'>Full Page</a>,"The point of reference for ""Consent"" is unclear. Pastorius perhaps intends numerical entry 649 [Consent].",
alpha_0016,Volume 1,432,,Agriculture,Agriculture,A,,,<a href='/digital-beehive/alpha2/alpha_0443/'>Husbandry</a>|<a href='/digital-beehive/num5/num_1535/'>1130 [Agriculture]</a>,,<a href='/digital-beehive/index1/index_0082/'>agriculture</a>,#item-e3fb6b9d3,,Entry: Agriculture|Topic: Agriculture|Xref: Husbandry|Xref: 1130 [Agriculture]|Index: agriculture|#item-e3fb6b9d3,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/621,1945,3261,429/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490629930638,143211945,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/621,1945,600,180/250,/0/default.jpg",Agriculture,<a href='/digital-beehive/toc/toc1_422/'>Full Page</a>,,
alpha_0017,Volume 1,432,,Alamode,Alamode,A,,,<a href='/digital-beehive/num1/num_0019/'>19 [Clothes]</a>|<a href='/digital-beehive/num1/num_0270/'>249 [Alamode]</a>,,<a href='/digital-beehive/index1/index_0085/'>alamode</a>,#item-d48f2cc1d,,Entry: Alamode|Topic: Alamode|Xref: 19 [Clothes]|Xref: 249 [Alamode]|Index: alamode|#item-d48f2cc1d,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/702,2285,3143,354/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490629983525,143212285,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/702,2285,600,180/250,/0/default.jpg",Alamode,<a href='/digital-beehive/toc/toc1_422/'>Full Page</a>,"The point of reference for ""Clothes"" is unclear. Pastorius perhaps intends numerical entry 19 [Clothes].",
alpha_0018,Volume 1,432,,Alchymie,Alchymie,A,,,<a href='/digital-beehive/num3/num_1011/'>700 [Chymistry]</a>|<a href='/digital-beehive/num6/num_1864/'>1326 [Alchymie]</a>|<a href='/digital-beehive/alpha4/alpha_0686/'>Parsimony</a>,,<a href='/digital-beehive/index1/index_0089/'>alchymie</a>,#item-651477d40,,Entry: Alchymie |Topic: Alchymie|Xref: 700 [Chymistry]|Xref: 1326 [Alchymie]|Xref: Parsimony|Index: alchymie|#item-651477d40,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/721,2580,3143,343/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490630067490,143212580,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/721,2580,600,180/250,/0/default.jpg",Alchymie,<a href='/digital-beehive/toc/toc1_422/'>Full Page</a>,,
alpha_0019,Volume 1,432,,All,All,A,,,<a href='/digital-beehive/num2/num_0513/'>415 [All]</a>,,<a href='/digital-beehive/index1/index_0095/'>all</a>,#item-f2b0670ff,,Entry: All|Topic: All|Xref: 415 [All]|Index: all|#item-f2b0670ff,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/801,2816,3014,341/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490638607677,143212816,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/801,2816,600,180/250,/0/default.jpg",All,<a href='/digital-beehive/toc/toc1_422/'>Full Page</a>,,
alpha_0020,Volume 1,432,,Alliance,Alliance,A,,,<a href='/digital-beehive/num6/num_1978/'>1384 [Alliance]</a>,,<a href='/digital-beehive/index1/index_0099/'>alliance</a>,#item-cc0c50e71,,Entry: Alliance|Topic: Alliance|Index: alliance|Xref: 1384 [Alliance]|#item-cc0c50e71,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/785,3052,3007,505/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490638655540,143213052,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/785,3052,600,180/250,/0/default.jpg",Alliance,<a href='/digital-beehive/toc/toc1_422/'>Full Page</a>,,
alpha_0021,Volume 1,432,,Almanack,Almanack,A,,,<a href='/digital-beehive/num1/num_0024/'>24 [Astrology]</a>|<a href='/digital-beehive/num6/num_1770/'>1275 [Almanack]</a>,,<a href='/digital-beehive/index1/index_0104/'>almanack</a>,#item-3e8408a05,,Entry: Almanack|Topic: Almanack|Xref: 24 [Astrology]|Xref: 1275 [Almanack]|Index: almanack|#item-3e8408a05,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/824,3464,2976,351/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490638732924,143213464,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/824,3464,600,180/250,/0/default.jpg",Almanack,<a href='/digital-beehive/toc/toc1_422/'>Full Page</a>,"The point of reference for ""Astrology"" is not entirely clear. We linked to 24 [Astrology], which is the first relevant entry in the numerical section of the Alvearium.",
alpha_0022,Volume 1,432,,Alms,Alms,A,,,<a href='/digital-beehive/alpha1/alpha_0073/'>Begging</a>|<a href='/digital-beehive/alpha2/alpha_0363/'>Gift</a>|<a href='/digital-beehive/num3/num_0662/'>528 [Alms]</a>,,<a href='/digital-beehive/index1/index_0109/'>alms</a>,#item-36ff0e636,,Entry: Alms|Topic: Alms|Xref: Begging|Xref: Gift|Xref: 528 [Alms]|Index: alms|#item-36ff0e636,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/786,3658,3002,508/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490638987153,143213658,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/786,3658,600,180/250,/0/default.jpg",Alms,<a href='/digital-beehive/toc/toc1_422/'>Full Page</a>,,
alpha_0023,Volume 1,432,,Ambassage,Ambassage,A,,,<a href='/digital-beehive/alpha1/alpha_0039/'>Apostle</a>|1876 [PAGE_MISSING],,<a href='/digital-beehive/index1/index_0120/'>ambassage</a>,#item-a5a2772a2,,Entry: Ambassage|Topic: Ambassage|Xref: Apostle|Xref: 1876 [PAGE_MISSING]|Index: ambassage|#item-a5a2772a2,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/823,4079,2960,391/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490639051760,143214079,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/823,4079,600,180/250,/0/default.jpg",Ambassage,<a href='/digital-beehive/toc/toc1_422/'>Full Page</a>,,
alpha_0024,Volume 1,432,,Ambition,Ambition,A,,,<a href='/digital-beehive/alpha4/alpha_0731/'>Precedency</a>|<a href='/digital-beehive/num5/num_1577/'>1156 [Ambition]</a>,,<a href='/digital-beehive/index1/index_0122/'>ambition</a>,#item-6c6b63904,,Entry: Ambition|Topic: Ambition|Xref: Precedency|Xref: 1156 [Ambition]|Index: ambition|#item-6c6b63904,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/800,4352,2988,673/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490639119455,143214352,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0431/800,4352,600,180/250,/0/default.jpg",Ambition,<a href='/digital-beehive/toc/toc1_422/'>Full Page</a>,,
alpha_0025,Volume 1,433,,Amending,Amending,A,,,<a href='/digital-beehive/alpha4/alpha_0787/'>Reformation</a>|<a href='/digital-beehive/num2/num_0579/'>464 [Amending]</a>,,<a href='/digital-beehive/index1/index_0125/'>amending</a>,#item-8e7bab3aa,,Entry: Amending|Topic: Amending|Xref: Reformation|Xref: 464 [Amending]|Index: amending|#item-8e7bab3aa,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/252,181,3150,599/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490640530881,143310181,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/252,181,600,180/250,/0/default.jpg",Amending,<a href='/digital-beehive/toc/toc1_423/'>Full Page</a>,,
alpha_0026,Volume 1,433,,Anagram,Anagram,A,,,<a href='/digital-beehive/num5/num_1456/'>1078 [Anagrams]</a>,,<a href='/digital-beehive/index1/index_0134/'>anagrams</a>,#item-a8e38fd24,,Entry: Anagram|Topic: Anagram|Xref: 1078 [Anagrams]|Index: anagrams|#item-a8e38fd24,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/268,588,3141,406/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490640663502,143310588,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/268,588,600,180/250,/0/default.jpg",Anagram,<a href='/digital-beehive/toc/toc1_423/'>Full Page</a>,,
alpha_0027,Volume 1,433,,Anathema,Anathema,A,,,<a href='/digital-beehive/alpha2/alpha_0277/'>Ecclesiastical discipline</a>,,<a href='/digital-beehive/index1/index_0136/'>anathema</a>,#item-c6ca7a2a0,,Entry: Anathema|Topic: Anathema|Xref: Ecclesiastical discipline|Index: anathema|#item-c6ca7a2a0,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/232,752,3197,324/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490640724768,143310752,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/232,752,600,180/250,/0/default.jpg",Anathema,<a href='/digital-beehive/toc/toc1_423/'>Full Page</a>,,
alpha_0028,Volume 1,433,,Anatomizing,Anatomizing,A,,,,,<a href='/digital-beehive/index1/index_0137/'>anatomizing</a>,#item-dc5fcb045,,Entry: Anatomizing|Topic: Anatomizing|Index: anatomizing|#item-dc5fcb045,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/288,1020,3159,494/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490640837855,143311020,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/288,1020,600,180/250,/0/default.jpg",Anatomizing,<a href='/digital-beehive/toc/toc1_423/'>Full Page</a>,,
alpha_0029,Volume 1,433,,Angel,Angel,A,,,<a href='/digital-beehive/num2/num_0363/'>315 [Angels]</a>,,<a href='/digital-beehive/index1/index_0142/'>angel</a>,#item-3a6988f22,,Entry: Angel|Topic: Angel|Xref: 315 [Angels]|Index: angel|#item-3a6988f22,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/290,1311,3154,436/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490641022430,143311311,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/290,1311,600,180/250,/0/default.jpg",Angel,<a href='/digital-beehive/toc/toc1_423/'>Full Page</a>,,
alpha_0030,Volume 1,433,,Anger,Anger,A,,,<a href='/digital-beehive/alpha5/alpha_1069/'>Wrath</a>|<a href='/digital-beehive/num3/num_0663/'>529 [Angry]</a>,,<a href='/digital-beehive/index1/index_0143/'>anger</a>,#item-095035ce9,,Entry: Anger|Topic: Anger|Xref: Wrath|Xref: 529 [Angry]|Index: anger|#item-095035ce9,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/264,1581,3148,619/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490641149802,143311581,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/264,1581,600,180/250,/0/default.jpg",Anger,<a href='/digital-beehive/toc/toc1_423/'>Full Page</a>,,
alpha_0031,Volume 1,433,,Answer,Answer,A,,,<a href='/digital-beehive/alpha4/alpha_0770/'>Queries</a>|<a href='/digital-beehive/num1/num_0260/'>242 [Refutation]</a>|<a href='/digital-beehive/num1/num_0262/'>243 [Answer]</a>,,<a href='/digital-beehive/index1/index_0152/'>answer</a>,#item-bed49af6b,,Entry: Answer|Topic: Answer|Xref: Queries|Xref: 242 [Refutation]|Xref: 243 [Answer]|Index: answer|#item-bed49af6b,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/287,2050,3158,618/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1562877679164,143312050,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/287,2050,600,180/250,/0/default.jpg",Answer,<a href='/digital-beehive/toc/toc1_423/'>Full Page</a>,"The point of reference for ""Refutation"" is not entirely clear. We linked to 242 [Refutation], which is the first relevant entry in the numerical section of the Alvearium.",
alpha_0032,Volume 1,433,,Ant,Ant,A,,,,,<a href='/digital-beehive/index1/index_0154/'>ant</a>,#item-2be80ecb9,,Entry: Ant|Topic: Ant|Index: ant|#item-2be80ecb9,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/275,2586,3147,268/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1490642211353,143312586,,"https://stacks.stanford.edu/image/iiif/ps974xt6740/1607_0432/275,2586,600,180/250,/0/default.jpg",Ant,<a href='/digital-beehive/toc/toc1_423/'>Full Page</a>,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",
