pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,insertion,thumbnail,label,location,issue,also_in_entry
num_0283,Volume 2,95,,257,Feathers,251-275,,,,,<a href='/digital-beehive/index2/index_1424/'>feathers</a>|<a href='/digital-beehive/index4/index_3082/'>plumage</a>,#item-4924d77c8,,Entry: 257|Topic: Feathers|Index: feathers|Index: plumage|#item-4924d77c8,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0562/260,4064,3102,326/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0562/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1570730485005,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0562/260,4064,600,180/250,/0/default.jpg",257. Feathers,<a href='/digital-beehive/toc/toc2_085/'>Full Page</a>,,<a href='/digital-beehive/num2/num_0282/'>Arms</a>
num_0284,Volume 2,95,,258,Ability,251-275,,,<a href='/digital-beehive/num2/num_0320/'>284 [Without Xst]</a>|<a href='/digital-beehive/num3/num_0995/'>694 [Fitness]</a>|<a href='/digital-beehive/toc/toc2_279/'>1426 [Abilities]</a>,,<a href='/digital-beehive/index5/index_4357/'>unable</a>|<a href='/digital-beehive/index1/index_0026/'>ability</a>,#item-3096a9683,,Entry: 258|Topic: Ability|Xref: 284 [Without Xst]|Xref: 694 [Fitness]|Xref: 1426 [Abilities]|Index: unable|Index: ability|#item-3096a9683,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0562/268,4326,3038,706/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0562/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1570734562339,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0562/268,4326,600,180/250,/0/default.jpg",258. Ability,<a href='/digital-beehive/toc/toc2_085/'>Full Page</a>,,
num_0285,Volume 2,96,,259,Book Prayers,251-275,,,<a href='/digital-beehive/toc/toc2_331/'>1684 [Prayer Books]</a>,,<a href='/digital-beehive/index4/index_3074/'>book prayers</a>|<a href='/digital-beehive/index3/index_2291/'>liturgy</a>,#item-aaef9742d,,Entry: 259|Topic: Book Prayers|Xref: 1684 [Prayer Books]|Index: book prayers|Index: liturgy|#item-aaef9742d,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/828,255,2944,483/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1570734993973,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/828,255,600,180/250,/0/default.jpg",259. Book Prayers,<a href='/digital-beehive/toc/toc2_086/'>Full Page</a>,,<a href='/digital-beehive/num2/num_0286/'>Com[m]on Prayer Book</a>
num_0286,Volume 2,96,,259,Com[m]on Prayer Book,251-275,,,<a href='/digital-beehive/toc/toc2_422/'>4449 [Common Prayer's]</a>,,<a href='/digital-beehive/index4/index_4055/'>symbolical books</a>|<a href='/digital-beehive/index1/index_0726/'>common prayer</a>|<a href='/digital-beehive/index3/index_2291/'>liturgy</a>,#item-b30314906,,Entry: 259|Topic: Com[m]on Prayer Book|Xref: 4449 [Common Prayer's]|Index: symbolical books|Index: common prayer|Index: liturgy|#item-b30314906,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/817,641,2956,486/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1570735557374,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/817,641,600,180/250,/0/default.jpg",259. Com[m]on Prayer Book,<a href='/digital-beehive/toc/toc2_086/'>Full Page</a>,,<a href='/digital-beehive/num2/num_0285/'>Book Prayers</a>
num_0287,Volume 2,96,,260,Immensity,251-275,,,<a href='/digital-beehive/alpha2/alpha_0389/'>Greatness</a>|406 [Infinite],,<a href='/digital-beehive/index3/index_1946/'>im[m]ensity</a>,#item-3441d4547,,Entry: 260|Topic: Immensity|Xref: Greatness|Xref: 406 [Infinite]|Index: im[m]ensity|#item-3441d4547,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/805,997,2986,331/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1570735729184,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/805,997,600,180/250,/0/default.jpg",260. Immensity,<a href='/digital-beehive/toc/toc2_086/'>Full Page</a>,,<a href='/digital-beehive/num2/num_0288/'>Scribe or publick Notary</a>
num_0288,Volume 2,96,,260,Scribe or publick Notary,251-275,,,Secretary,,<a href='/digital-beehive/index1/index_0666/'>clerk</a>|<a href='/digital-beehive/index3/index_2712/'>notary</a>|<a href='/digital-beehive/index4/index_3585/'>scrivener</a>,#item-49ca85a4e,,Entry: 260|Topic: Scribe or publick Notary|Xref: Secretary|Index: clerk|Index: notary|Index: scrivener|#item-49ca85a4e,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/856,1452,2880,279/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1570735942574,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/856,1452,600,180/250,/0/default.jpg",260. Scribe or publick Notary,<a href='/digital-beehive/toc/toc2_086/'>Full Page</a>,,<a href='/digital-beehive/num2/num_0287/'>Immensity</a>
num_0289,Volume 2,96,,261,Absence & Presence of Xst,251-275,,,,,<a href='/digital-beehive/index5/index_4693/'>Christ's absence</a>|<a href='/digital-beehive/index4/index_3136/'>presence of Christ</a>,#item-8ce4ee3be,,Entry: 261|Topic: Absence & Presence of Xst|Index: Christ's absence|Index: presence of Christ|#item-8ce4ee3be,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/819,1720,2949,353/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1570736255854,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/819,1720,600,180/250,/0/default.jpg",261. Absence & Presence of Xst,<a href='/digital-beehive/toc/toc2_086/'>Full Page</a>,,<a href='/digital-beehive/num2/num_0290/'>Spittle</a>
num_0290,Volume 2,96,,261,Spittle,251-275,,,,,[NOT_IN_INDEX],#item-df0386a47,,Entry: 261|Topic: Spittle|Index: [NOT_IN_INDEX]|#item-df0386a47,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/838,2072,2472,214/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1570736322941,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/838,2072,600,180/250,/0/default.jpg",261. Spittle,<a href='/digital-beehive/toc/toc2_086/'>Full Page</a>,,<a href='/digital-beehive/num2/num_0289/'>Absence & Presence of Xst</a>
num_0291,Volume 2,96,,262,Anonymous or Nameless,251-275,,,,,<a href='/digital-beehive/index1/index_0202/'>anonymous</a>|<a href='/digital-beehive/index3/index_1952/'>incognito</a>|<a href='/digital-beehive/index3/index_2636/'>nameless</a>,#item-289f3a6b7,,Entry: 262|Topic: Anonymous or Nameless|Index: anonymous|Index: incognito|Index: nameless|#item-289f3a6b7,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/870,2371,2879,496/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1570736469017,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/870,2371,600,180/250,/0/default.jpg",262. Anonymous or Nameless,<a href='/digital-beehive/toc/toc2_086/'>Full Page</a>,,<a href='/digital-beehive/num2/num_0292/'>Number</a>
num_0292,Volume 2,96,,262,Number,251-275,,,,,<a href='/digital-beehive/index3/index_2755/'>number</a>,#item-33306a5d9,,Entry: 262|Topic: Number|Index: number|#item-33306a5d9,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/851,2721,2918,399/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1570736530320,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/851,2721,600,180/250,/0/default.jpg",262. Number,<a href='/digital-beehive/toc/toc2_086/'>Full Page</a>,,<a href='/digital-beehive/num2/num_0291/'>Anonymous or Nameless</a>
num_0293,Volume 2,96,,263,Repetition,251-275,,,<a href='/digital-beehive/alpha5/alpha_0942/'>Tautology</a>|4659 [PAGE_MISSING],,<a href='/digital-beehive/index4/index_3379/'>repetition</a>,#item-0c66f427a,,Entry: 263|Topic: Repetition|Xref: Tautology|Xref: 4659 [PAGE_MISSING]|Index: repetition|#item-0c66f427a,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/838,3050,2905,610/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1570736599129,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/838,3050,600,180/250,/0/default.jpg",263. Repetition,<a href='/digital-beehive/toc/toc2_086/'>Full Page</a>,,<a href='/digital-beehive/num2/num_0294/'>the said</a>|<a href='/digital-beehive/num2/num_0295/'>Dittology</a>
num_0294,Volume 2,96,,263,the said,251-275,,,,,<a href='/digital-beehive/index1/index_1094/'>ditto</a>|<a href='/digital-beehive/index4/index_3485/'>the said</a>|<a href='/digital-beehive/index5/index_4103/'>the sd.</a>,#item-04c770c79,,Entry: 263|Topic: the said|Index: ditto|Index: the said|Index: the sd.|#item-04c770c79,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/853,3517,2481,151/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1570736890010,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/853,3517,600,180/250,/0/default.jpg",263. the said,<a href='/digital-beehive/toc/toc2_086/'>Full Page</a>,,<a href='/digital-beehive/num2/num_0293/'>Repetition</a>|<a href='/digital-beehive/num2/num_0295/'>Dittology</a>
num_0295,Volume 2,96,,263,Dittology,251-275,,,<a href='/digital-beehive/num2/num_0342/'>301 [Uncertainty of the h. Scripture]</a>|<a href='/digital-beehive/toc/toc2_198/'>1022 [Uncertainty of the Scriptures]</a>,,<a href='/digital-beehive/index5/index_4295/'>various lections</a>,#item-9aadd7bc0,,Entry: 263|Topic: Dittology|Xref: 301 [Uncertainty of the h. Scripture]|Xref: 1022 [Uncertainty of the Scriptures]|Index: various lections|#item-9aadd7bc0,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/829,3656,2897,278/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1570737948588,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/829,3656,600,180/250,/0/default.jpg",263. Dittology,<a href='/digital-beehive/toc/toc2_086/'>Full Page</a>,,<a href='/digital-beehive/num2/num_0293/'>Repetition</a>|<a href='/digital-beehive/num2/num_0294/'>the said</a>
num_0296,Volume 2,96,,264,The Same,251-275,,,<a href='/digital-beehive/toc/toc2_319/'>1621 [The Same]</a>,,<a href='/digital-beehive/index4/index_3533/'>the same</a>,#item-147c93315,,Entry: 264|Topic: The Same|Xref: 1621 [The Same]|Index: the same|#item-147c93315,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/827,3761,2941,745/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1570737046318,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/827,3761,600,180/250,/0/default.jpg",264. The Same,<a href='/digital-beehive/toc/toc2_086/'>Full Page</a>,,
num_0297,Volume 2,96,,265,Metaphor or figurative Speech,251-275,,,<a href='/digital-beehive/num2/num_0281/'>256 [Allusions]</a>|<a href='/digital-beehive/toc/toc2_315/'>1602 [Allegories]</a>,,<a href='/digital-beehive/index1/index_0053/'>allegory</a>|<a href='/digital-beehive/index3/index_2452/'>metaphor</a>,#item-218c8d9c9,,Entry: 265|Topic: Metaphor or figurative Speech|Xref: 256 [Allusions]|Xref: 1602 [Allegories]|Index: allegory|Index: metaphor|#item-218c8d9c9,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/810,4325,2979,666/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1570738257237,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0563/810,4325,600,180/250,/0/default.jpg",265. Metaphor or figurative Speech,<a href='/digital-beehive/toc/toc2_086/'>Full Page</a>,,
num_0298,Volume 2,97,,266,Christ,251-275,,,<a href='/digital-beehive/num3/num_0659/'>526 [Xst Jesus]</a>,,<a href='/digital-beehive/index1/index_0641/'>Christ</a>,#item-94fef5cd6,,Entry: 266|Topic: Christ|Xref: 526 [Xst Jesus]|Index: Christ|#item-94fef5cd6,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/231,278,3095,853/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1571163470163,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/231,278,600,180/250,/0/default.jpg",266. Christ,<a href='/digital-beehive/toc/toc2_087/'>Full Page</a>,,
num_0299,Volume 2,97,,267,God is in us,251-275,,,36 [God with & in men]|<a href='/digital-beehive/num4/num_1253/'>937 [Union with God]</a>,,<a href='/digital-beehive/index1/index_0646/'>Christ in us</a>|<a href='/digital-beehive/index2/index_1655/'>God within</a>,#item-eb9522a51,,Entry: 267|Topic: God is in us|Xref: 36 [God with & in men]|Xref: 937 [Union with God]|Index: Christ in us|Index: God within|#item-eb9522a51,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/251,1047,3091,771/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1571163526095,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/251,1047,600,180/250,/0/default.jpg",267. God is in us,<a href='/digital-beehive/toc/toc2_087/'>Full Page</a>,,
num_0300,Volume 2,97,,268,Omission,251-275,,,4737 [PAGE_MISSING],,<a href='/digital-beehive/index4/index_2798/'>omission</a>,#item-d6ef31543,,Entry: 268|Topic: Omission|Xref: 4737 [PAGE_MISSING]|Index: omission|#item-d6ef31543,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/264,1709,3069,701/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1571164249615,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/264,1709,600,180/250,/0/default.jpg",268. Omission,<a href='/digital-beehive/toc/toc2_087/'>Full Page</a>,,<a href='/digital-beehive/num2/num_0301/'>to Cease</a>
num_0301,Volume 2,97,,268,to Cease,251-275,,,268 [To Leave off],,<a href='/digital-beehive/index1/index_0569/'>to cease</a>,#item-a98ab5ab1,,Entry: 268|Topic: to Cease|Xref: 268 [To Leave off]|Index: to cease|#item-a98ab5ab1,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/278,2235,3026,255/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1571164468523,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/278,2235,600,180/250,/0/default.jpg",268. to Cease,<a href='/digital-beehive/toc/toc2_087/'>Full Page</a>,,<a href='/digital-beehive/num2/num_0300/'>Omission</a>
num_0302,Volume 2,97,,269,Contempt,251-275,,,<a href='/digital-beehive/num2/num_0585/'>470 [Disregard]</a>|4775 [PAGE_MISSING],,<a href='/digital-beehive/index1/index_0849/'>contempt</a>|<a href='/digital-beehive/index5/index_4396/'>to undervalue</a>,#item-4e106408d,,Entry: 269|Topic: Contempt|Xref: 470 [Disregard]|Xref: 4775 [PAGE_MISSING]|Index: contempt|Index: to undervalue|#item-4e106408d,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/279,2372,3056,844/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1571164529740,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/279,2372,600,180/250,/0/default.jpg",269. Contempt,<a href='/digital-beehive/toc/toc2_087/'>Full Page</a>,,
num_0303,Volume 2,97,,270,Begging the Question,251-275,,,,,<a href='/digital-beehive/index1/index_0338/'>begging the question</a>,#item-9131f6f9f,,Entry: 270|Topic: Begging the Question|Index: begging the question|#item-9131f6f9f,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/319,3145,3026,335/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1571164778600,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/319,3145,600,180/250,/0/default.jpg",270. Begging the Question,<a href='/digital-beehive/toc/toc2_087/'>Full Page</a>,,<a href='/digital-beehive/num2/num_0304/'>Although</a>
num_0304,Volume 2,97,,270,Although,251-275,,,,,<a href='/digital-beehive/index1/index_0091/'>although</a>|<a href='/digital-beehive/index5/index_4135/'>though</a>,#item-d0562adcb,,Entry: 270|Topic: Although|Index: although|Index: though|#item-d0562adcb,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/317,3571,2952,249/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1571164941914,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/317,3571,600,180/250,/0/default.jpg",270. Although,<a href='/digital-beehive/toc/toc2_087/'>Full Page</a>,,<a href='/digital-beehive/num2/num_0303/'>Begging the Question</a>
num_0305,Volume 2,97,,271,Evasion,251-275,,,754 [Shift]|4753 [PAGE_MISSING],,<a href='/digital-beehive/index2/index_1301/'>evasion</a>,#item-9cb20d3d6,,Entry: 271|Topic: Evasion|Xref: 754 [Shift]|Xref: 4753 [PAGE_MISSING]|Index: evasion|#item-9cb20d3d6,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/305,3844,3029,521/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1571165041517,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0564/305,3844,600,180/250,/0/default.jpg",271. Evasion,<a href='/digital-beehive/toc/toc2_087/'>Full Page</a>,"The point of reference for ""Shift"" is unclear.",<a href='/digital-beehive/num2/num_0306/'>To escape</a>
